size,assets,labels,avg_pairwise_corr,risk_multiplier_k,pass_pct,still_going_pct,median_days_to_pass,n_cohorts,per_asset_risk_pct,margin_cap_frac,n_trades_total,n_trades_rejected,pct_trades_rejected
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/5min ss=180 (local_rank=6),0.031,0.1113,52.7,0.3,10,313,"{'GER40': 4.291, 'NDX100': 3.214, 'GBPUSD': 1.961, 'XAUUSD': 6.072}",0.8,10023,5897,58.8
5,GBPUSD+GER40+NDX100+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | NDX100/3min ss=420 (local_rank=6),0.045,0.0764,49.2,0.3,10,313,"{'GER40': 2.947, 'NDX100': 1.083, 'GBPUSD': 1.347}",0.8,9259,3125,33.8
5,GBPUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | US30/1min ss=300 (local_rank=3),0.041,0.1123,51.4,0.3,10,313,"{'GER40': 4.331, 'NDX100': 3.244, 'GBPUSD': 1.979, 'US30': 0.434}",0.8,7220,3320,46.0
5,GBPUSD+GBPUSD+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GBPUSD/1min ss=300 (local_rank=6),0.025,0.0759,47.6,0.3,10,313,"{'GER40': 2.925, 'NDX100': 2.191, 'GBPUSD': 0.613}",0.8,9997,3331,33.3
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=300 (local_rank=6),0.03,0.1103,50.2,0.3,10,313,"{'GER40': 4.254, 'NDX100': 3.186, 'GBPUSD': 1.944, 'XAUUSD': 1.249}",0.8,8400,4230,50.4
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=420 (local_rank=5),0.024,0.0633,50.8,0.3,10,313,"{'GER40': 2.442, 'NDX100': 1.829, 'GBPUSD': 1.116, 'XAUUSD': 0.682}",0.8,9363,2413,25.8
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=420 (local_rank=5),0.024,0.0972,50.8,0.3,10,313,"{'GER40': 3.748, 'NDX100': 2.807, 'GBPUSD': 1.713, 'XAUUSD': 1.047}",0.8,9363,3747,40.0
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=420 (local_rank=5),0.024,0.1108,48.6,0.3,10,313,"{'GER40': 4.272, 'NDX100': 3.199, 'GBPUSD': 1.953, 'XAUUSD': 1.193}",0.8,9363,4167,44.5
5,GBPUSD+GER40+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GER40/1min ss=420 (local_rank=6),0.034,0.11,49.8,0.3,10,313,"{'GER40': 1.7, 'NDX100': 3.176, 'GBPUSD': 1.938}",0.8,7416,3324,44.8
5,EURUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | EURUSD/5min ss=300 (local_rank=6),0.059,0.0587,50.8,0.3,10,313,"{'GER40': 2.265, 'NDX100': 1.696, 'US30': 1.119, 'EURUSD': 3.081}",0.8,11577,4423,38.2
5,GER40+NDX100+NDX100+US30+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/5min ss=420 (local_rank=9),0.06,0.062,49.5,0.3,10,313,"{'GER40': 2.393, 'NDX100': 1.792, 'US30': 1.177}",0.8,10290,3698,35.9
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/5min ss=180 (local_rank=6),0.062,0.0719,48.9,0.3,10,313,"{'GER40': 2.772, 'NDX100': 2.076, 'US30': 1.37, 'XAUUSD': 3.923}",0.8,11866,5905,49.8
5,GER40+NDX100+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | NDX100/3min ss=420 (local_rank=6),0.068,0.061,48.6,0.3,10,313,"{'GER40': 2.353, 'NDX100': 0.865, 'US30': 1.163}",0.8,11102,3607,32.5
5,GER40+NDX100+NDX100+US30+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/1min ss=300 (local_rank=3),0.069,0.0661,49.8,0.3,10,313,"{'GER40': 2.551, 'NDX100': 1.91, 'US30': 0.255}",0.8,9063,3195,35.3
5,GBPUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | GBPUSD/1min ss=300 (local_rank=6),0.048,0.0605,49.2,0.3,10,313,"{'GER40': 2.334, 'NDX100': 1.748, 'US30': 1.153, 'GBPUSD': 0.489}",0.8,11840,3830,32.3
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=300 (local_rank=6),0.063,0.0624,48.9,0.3,10,313,"{'GER40': 2.405, 'NDX100': 1.801, 'US30': 1.188, 'XAUUSD': 0.706}",0.8,10243,3798,37.1
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=420 (local_rank=5),0.057,0.0626,49.8,0.3,10,313,"{'GER40': 2.415, 'NDX100': 1.808, 'US30': 1.193, 'XAUUSD': 0.674}",0.8,11206,3669,32.7
5,GER40+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4) | GER40/1min ss=420 (local_rank=6),0.054,0.0637,52.1,0.3,10,313,"{'GER40': 0.984, 'NDX100': 1.839, 'US30': 1.213}",0.8,9259,3146,34.0
5,EURUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),0.016,0.0588,49.5,0.3,10,313,"{'GER40': 2.266, 'NDX100': 1.697, 'EURUSD': 3.083, 'US30': 1.115}",0.8,10943,3776,34.5
5,EURUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),0.016,0.0902,49.2,0.3,10,313,"{'GER40': 3.479, 'NDX100': 2.605, 'EURUSD': 4.733, 'US30': 1.712}",0.8,10943,5577,51.0
5,EURUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),0.016,0.1088,47.6,0.3,10,313,"{'GER40': 4.195, 'NDX100': 3.142, 'EURUSD': 5.707, 'US30': 2.064}",0.8,10943,6331,57.9
5,EURUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/5min ss=180 (local_rank=6),0.016,0.1086,49.5,0.3,10,313,"{'GER40': 4.187, 'NDX100': 3.135, 'EURUSD': 5.695, 'XAUUSD': 5.924}",0.8,12519,7853,62.7
5,EURUSD+GER40+NDX100+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.026,0.0572,50.8,0.3,10,313,"{'GER40': 2.207, 'NDX100': 0.811, 'EURUSD': 3.002}",0.8,11755,3661,31.1
5,EURUSD+GER40+NDX100+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.026,0.0978,48.2,0.3,10,313,"{'GER40': 3.77, 'NDX100': 1.386, 'EURUSD': 5.129}",0.8,11755,6032,51.3
5,EURUSD+GER40+NDX100+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.026,0.1058,51.1,0.3,10,313,"{'GER40': 4.079, 'NDX100': 1.499, 'EURUSD': 5.55}",0.8,11755,6375,54.2
5,EURUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.024,0.1082,50.2,0.3,10,313,"{'GER40': 4.171, 'NDX100': 3.124, 'EURUSD': 5.675, 'US30': 0.418}",0.8,9716,5270,54.2
5,EURUSD+GBPUSD+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.016,0.0628,48.9,0.3,10,313,"{'GER40': 2.42, 'NDX100': 1.812, 'EURUSD': 3.292, 'GBPUSD': 0.507}",0.8,12493,4516,36.1
5,EURUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.018,0.1107,48.9,0.3,10,313,"{'GER40': 4.271, 'NDX100': 3.198, 'EURUSD': 5.81, 'XAUUSD': 1.254}",0.8,10896,6383,58.6
5,EURUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.006,0.0617,47.9,0.3,10,313,"{'GER40': 2.38, 'NDX100': 1.782, 'EURUSD': 3.238, 'XAUUSD': 0.665}",0.8,11859,3934,33.2
5,EURUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.006,0.0947,49.5,0.3,10,313,"{'GER40': 3.654, 'NDX100': 2.736, 'EURUSD': 4.97, 'XAUUSD': 1.02}",0.8,11859,5722,48.3
5,EURUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.006,0.1111,47.6,0.3,10,313,"{'GER40': 4.285, 'NDX100': 3.209, 'EURUSD': 5.83, 'XAUUSD': 1.196}",0.8,11859,6381,53.8
5,EURUSD+GER40+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.011,0.06,47.9,0.3,10,313,"{'GER40': 0.927, 'NDX100': 1.733, 'EURUSD': 3.147}",0.8,9912,3084,31.1
5,EURUSD+GER40+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.011,0.0921,48.9,0.3,10,313,"{'GER40': 1.424, 'NDX100': 2.66, 'EURUSD': 4.832}",0.8,9912,4718,47.6
5,EURUSD+GER40+GER40+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.011,0.108,51.1,0.3,10,313,"{'GER40': 1.67, 'NDX100': 3.119, 'EURUSD': 5.667}",0.8,9912,5326,53.7
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.013,0.0612,49.2,0.3,10,313,"{'GER40': 2.358, 'NDX100': 1.766, 'US30': 1.16, 'XAUUSD': 3.337}",0.8,11232,4481,39.9
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.013,0.0719,51.1,0.3,10,313,"{'GER40': 2.774, 'NDX100': 2.077, 'US30': 1.365, 'XAUUSD': 3.925}",0.8,11232,5107,45.5
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.013,0.1045,49.8,0.0,10,313,"{'GER40': 4.031, 'NDX100': 3.018, 'US30': 1.983, 'XAUUSD': 5.703}",0.8,11232,6434,57.3
5,GER40+NDX100+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6),0.034,0.0611,48.2,0.3,10,313,"{'GER40': 2.355, 'NDX100': 0.865, 'US30': 1.159}",0.8,10468,3051,29.1
5,GER40+NDX100+NDX100+US30+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3),0.04,0.0662,49.8,0.3,10,313,"{'GER40': 2.552, 'NDX100': 1.911, 'US30': 0.256}",0.8,8429,2371,28.1
5,GER40+NDX100+NDX100+US30+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3),0.04,0.082,50.2,0.3,10,313,"{'GER40': 3.162, 'NDX100': 2.368, 'US30': 0.317}",0.8,8429,3031,36.0
5,GER40+NDX100+NDX100+US30+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3),0.04,0.1016,52.4,0.0,10,313,"{'GER40': 3.918, 'NDX100': 2.934, 'US30': 0.392}",0.8,8429,3731,44.3
5,GBPUSD+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GBPUSD/1min ss=300 (local_rank=6),0.003,0.0558,50.5,0.3,10,313,"{'GER40': 2.151, 'NDX100': 1.611, 'US30': 1.058, 'GBPUSD': 0.45}",0.8,11206,2611,23.3
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6),0.012,0.0624,48.2,0.3,10,313,"{'GER40': 2.406, 'NDX100': 1.802, 'US30': 1.184, 'XAUUSD': 0.706}",0.8,9609,2947,30.7
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6),0.012,0.0958,47.9,0.3,10,313,"{'GER40': 3.694, 'NDX100': 2.766, 'US30': 1.818, 'XAUUSD': 1.084}",0.8,9609,4483,46.7
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6),0.012,0.1076,51.8,0.3,10,313,"{'GER40': 4.149, 'NDX100': 3.107, 'US30': 2.042, 'XAUUSD': 1.218}",0.8,9609,4882,50.8
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.0627,48.6,0.3,10,313,"{'GER40': 2.416, 'NDX100': 1.81, 'US30': 1.189, 'XAUUSD': 0.675}",0.8,10572,3097,29.3
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.0962,49.2,0.3,10,313,"{'GER40': 3.709, 'NDX100': 2.778, 'US30': 1.825, 'XAUUSD': 1.036}",0.8,10572,4644,43.9
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.1073,49.8,0.3,10,313,"{'GER40': 4.136, 'NDX100': 3.097, 'US30': 2.035, 'XAUUSD': 1.155}",0.8,10572,5004,47.3
5,GER40+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GER40/1min ss=420 (local_rank=6),0.024,0.0605,51.8,0.3,10,313,"{'GER40': 0.935, 'NDX100': 1.746, 'US30': 1.148}",0.8,8625,2253,26.1
5,GER40+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GER40/1min ss=420 (local_rank=6),0.024,0.0928,48.9,0.3,10,313,"{'GER40': 1.435, 'NDX100': 2.681, 'US30': 1.762}",0.8,8625,3599,41.7
5,GER40+GER40+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GER40/1min ss=420 (local_rank=6),0.024,0.1089,47.6,0.3,10,313,"{'GER40': 1.683, 'NDX100': 3.144, 'US30': 2.066}",0.8,8625,4099,47.5
5,GER40+NDX100+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.022,0.0597,49.5,0.3,10,313,"{'GER40': 2.302, 'NDX100': 0.846, 'XAUUSD': 3.258}",0.8,12044,4366,36.3
5,GER40+NDX100+NDX100+US30+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.021,0.1113,47.9,0.3,10,313,"{'GER40': 4.291, 'NDX100': 3.213, 'XAUUSD': 6.071, 'US30': 0.43}",0.8,10005,5560,55.6
5,GBPUSD+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.007,0.0619,50.5,0.3,10,313,"{'GER40': 2.389, 'NDX100': 1.789, 'XAUUSD': 3.38, 'GBPUSD': 0.5}",0.8,12782,4747,37.1
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.026,0.0793,50.2,0.3,10,313,"{'GER40': 3.057, 'NDX100': 2.289, 'XAUUSD': 0.897}",0.8,11185,5434,48.6
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.026,0.0932,47.6,0.3,10,313,"{'GER40': 3.595, 'NDX100': 2.692, 'XAUUSD': 1.055}",0.8,11185,5992,53.6
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.026,0.1093,47.3,0.3,10,313,"{'GER40': 4.217, 'NDX100': 3.158, 'XAUUSD': 1.238}",0.8,11185,6513,58.2
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.0755,50.5,0.3,10,313,"{'GER40': 2.911, 'NDX100': 2.18, 'XAUUSD': 0.813}",0.8,12148,5231,43.1
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.0935,48.6,0.3,10,313,"{'GER40': 3.607, 'NDX100': 2.701, 'XAUUSD': 1.007}",0.8,12148,6023,49.6
5,GER40+NDX100+NDX100+XAUUSD+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.015,0.1066,51.1,0.3,10,313,"{'GER40': 4.111, 'NDX100': 3.079, 'XAUUSD': 1.148}",0.8,12148,6500,53.5
5,GER40+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.006,0.0773,51.4,0.3,10,313,"{'GER40': 1.195, 'NDX100': 2.233, 'XAUUSD': 4.22}",0.8,10201,4506,44.2
5,GER40+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.006,0.091,48.6,0.3,10,313,"{'GER40': 1.406, 'NDX100': 2.627, 'XAUUSD': 4.963}",0.8,10201,5024,49.3
5,GER40+GER40+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.006,0.1097,48.2,0.3,10,313,"{'GER40': 1.695, 'NDX100': 3.168, 'XAUUSD': 5.985}",0.8,10201,5589,54.8
5,GER40+NDX100+NDX100+NDX100+US30,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.035,0.0571,50.5,0.3,10,313,"{'GER40': 2.201, 'NDX100': 0.809, 'US30': 0.22}",0.8,9241,1854,20.1
5,GBPUSD+GER40+NDX100+NDX100+NDX100,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.022,0.0537,51.1,0.3,10,313,"{'GER40': 2.07, 'NDX100': 0.761, 'GBPUSD': 0.433}",0.8,12018,2461,20.5
5,GER40+NDX100+NDX100+NDX100+XAUUSD,GER40/3min ss=180 (local_rank=9) | NDX100/3min ss=180 (local_rank=0) | NDX100/5min ss=300 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.025,0.0565,52.4,0.3,10,313,"{'GER40': 2.178, 'NDX100': 0.8, 'XAUUSD': 0.639}",0.8,10421,2573,24.7
