pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
24123,6E,5min,reversal_to_open,22.5173,3.176,5885,2024-04-29,84.0,16,80.7,16,79.7,16,79.1,16,79.7,16,500,84.0,16,187,83.3,12.7,16,33,126,83.7,16,87.9,58.9,43.0
24087,MNQ,5min,opposite_level,22.4608,3.146,3685,2024-04-22,75.4,17,67.4,16,61.0,15,58.8,15,57.8,15,500,75.4,17,187,64.3,34.9,19,36,126,70.9,17,79.6,3.6,17.4
19879,6E,3min,reversal_to_open,22.4498,4.508,1440,2024-04-29,90.9,33,89.8,32,86.6,30,85.6,30,84.5,31,500,90.9,33,187,72.8,21.6,47,95,125,83.7,39,81.7,20.2,30.0
41779,6E,5min,opposite_level,22.4041,3.652,2892,2024-04-29,95.2,16,92.0,15,92.5,11,91.4,11,92.0,11,500,95.2,16,187,92.1,6.3,22,43,126,93.9,17,75.4,34.8,35.4
42939,6E,5min,reversal_to_open,22.3948,4.546,778,2024-04-29,100.0,46,98.4,44,97.3,44,95.2,43,95.2,39,500,100.0,46,187,83.3,2.4,50,78,126,93.3,50,72.2,57.5,42.5
18855,6E,3min,reversal_to_open,22.3439,3.698,4591,2024-04-29,79.1,24,78.1,24,78.1,24,78.1,24,78.1,24,500,79.1,24,187,89.7,8.7,24,44,126,83.4,24,85.3,94.6,49.4
27615,6E,3min,reversal_to_open,22.2571,3.645,2418,2024-04-29,98.4,24,92.0,23,91.4,23,89.3,19,89.3,19,500,98.4,24,187,88.9,8.7,23,51,126,94.6,24,87.2,50.2,40.7
30203,MNQ,3min,reversal_to_open,22.2245,3.292,6166,2024-04-22,54.0,23,50.3,22,50.3,23,49.7,19,50.8,22,500,54.0,23,187,44.4,52.4,26,54,126,50.2,25,58.8,44.5,37.2
12775,MNQ,3min,opposite_level,22.144,3.268,5129,2024-04-22,65.2,22,54.5,19,49.7,22,41.7,18,43.9,19,500,65.2,22,187,65.9,31.0,19,47,126,65.5,22,72.5,0.3,7.7
12179,6E,3min,opposite_level,22.0559,3.166,2686,2024-04-29,88.8,18,85.6,18,87.2,18,87.2,18,87.2,18,500,88.8,18,187,76.2,16.7,25,53,126,83.7,22,80.5,77.8,46.9
34195,6E,3min,reversal_to_open,22.052,3.66,2454,2024-04-29,90.4,19,90.9,18,90.4,18,90.4,18,90.4,18,750,90.9,18,187,92.9,4.8,16,32,126,91.7,18,93.9,91.0,49.1
1527,6E,3min,opposite_level,22.0462,3.554,3310,2024-04-29,81.8,18,77.5,17,74.3,17,74.3,16,73.3,16,500,81.8,18,187,64.3,31.7,24,79,126,74.8,19,79.6,39.0,38.6
3351,6E,3min,opposite_level,22.0358,3.393,4361,2024-04-29,79.7,17,79.1,17,76.5,15,76.5,15,76.5,15,500,79.7,17,187,69.0,28.6,22,46,126,75.4,18,78.9,63.1,44.1
8311,6E,3min,opposite_level,22.0346,3.906,3412,2024-04-29,93.0,23,92.0,23,92.0,23,92.0,23,92.0,23,500,93.0,23,187,92.9,5.6,18,37,126,93.0,22,91.4,91.4,49.1
14295,MNQ,3min,opposite_level,22.0148,3.202,5091,2024-04-22,42.2,26,37.4,24,34.2,24,34.2,24,35.3,25,500,42.2,26,187,38.1,59.5,25,68,126,40.6,26,53.7,6.8,22.3
42839,MNQ,3min,reversal_to_open,22.0136,4.084,1235,2024-04-22,92.5,24,86.6,22,84.5,22,81.3,19,78.1,18,500,92.5,24,187,87.3,9.5,26,71,126,90.4,25,83.1,2.1,16.7
663,MNQ,3min,reversal_to_open,21.9628,4.237,1106,2024-04-22,81.3,53,75.9,43,71.1,39,67.9,38,66.3,33,500,81.3,53,187,66.7,23.8,66,120,126,75.4,59,82.1,11.8,21.4
4551,6E,3min,opposite_level,21.9568,3.324,5985,2024-04-29,86.6,12,85.6,12,85.0,12,85.0,12,85.0,12,500,86.6,12,187,85.7,11.9,12,24,126,86.3,12,91.4,83.6,47.9
42827,MNQ,3min,opposite_level,21.9095,3.836,2469,2024-04-22,67.9,24,59.9,23,58.3,22,55.1,23,54.0,22,500,67.9,24,187,51.6,46.0,29,57,126,61.3,25,72.8,9.2,25.2
1839,MNQ,3min,reversal_to_open,21.9062,3.502,2203,2024-04-22,64.7,29,57.2,29,54.0,29,48.1,26,47.6,29,500,64.7,29,187,64.3,31.7,31,81,126,64.5,29,75.1,2.8,18.2
10363,MNQ,3min,opposite_level,21.8199,2.876,7634,2024-04-22,55.1,12,50.3,12,49.7,12,46.0,12,45.5,12,500,55.1,12,187,50.8,48.4,9,25,126,53.4,11,62.0,0.7,15.0
32951,MNQ,3min,opposite_level,21.7823,3.369,4643,2024-04-22,58.8,24,51.3,23,42.8,22,40.6,23,40.1,19,500,58.8,24,187,50.0,48.4,22,51,126,55.3,23,68.4,3.4,21.7
7987,MNQ,3min,reversal_to_open,21.7792,3.708,3454,2024-04-22,58.3,30,55.1,29,49.2,26,47.6,23,48.7,25,500,58.3,30,187,59.5,37.3,26,75,126,58.8,30,68.4,6.5,21.4
21911,MNQ,3min,opposite_level,21.7687,3.621,3641,2024-04-22,63.1,24,61.0,25,54.0,25,48.7,24,49.7,24,500,63.1,24,187,59.5,38.9,18,50,126,61.7,19,72.8,0.7,13.2
23123,MNQ,3min,opposite_level,21.7554,3.569,2467,2024-04-22,51.9,50,52.4,45,51.3,43,50.3,38,49.7,39,750,52.4,45,187,34.9,64.3,33,87,126,45.4,39,54.3,69.3,44.4
