asset,entry_timeframe,atr_window,include_secondary_levels,include_session_levels,allow_level_rearm,confirmation_mode,close_beyond_lookback_bars,wick_atr_mult,reversal_lookback_bars,reversal_requires_close,bos_lookback_bars,bos_mode,bos_confirm_atr_mult,require_rsi_confirm,rsi_period,rsi_mode,rsi_ob,rsi_os,sl_atr_buffer_mult,sl_extend_to_next_level,sl_extend_check_atr_mult,tp_mode,rr,session_start_minutes,session_end_minutes,max_trades_per_day,skip_weekday,n_trades,win_rate_pct,profit_factor,total_r,expectancy_r,max_dd_r,eod_frac,avg_profit_factor,min_profit_factor,periods_evaluated,periods_passed,consistency,calmar,score,period_pfs
MGC,3min,30,False,False,False,immediate_break,2,1.0,2,False,20,raw_wick,0.2,False,14,overbought_oversold,65,30,0.3,True,1.5,reversal_to_open,1.25,180,780,1,3,597,26.8,1.979,604.98,1.0134,39.48,0.0218,1.98,1.627,5,5,1.0,15.324,10.4024,"[1.627, 1.639, 1.99, 1.743, 2.9]"
MGC,5min,20,True,False,True,immediate_break,2,0.75,13,False,13,raw_wick,0.1,False,14,cross_50,65,20,0.75,False,1.5,opposite_level,1.0,180,780,999,3,5685,36.66,1.713,2896.24,0.5095,96.06,0.2042,1.71,1.477,5,5,1.0,30.15,12.7698,"[1.75, 1.62, 1.477, 1.891, 1.814]"
MGC,3min,20,False,True,True,large_wick_reject,1,0.5,5,False,30,raw_wick,0.3,False,7,cross_50,75,35,0.2,False,2.0,reversal_to_open,2.0,180,840,1,4,473,49.47,3.11,483.08,1.0213,13.71,0.0275,3.195,2.259,5,5,1.0,35.236,13.9182,"[3.068, 2.259, 4.795, 2.318, 3.533]"
MGC,5min,20,False,True,True,break_of_structure,5,2.0,3,True,3,raw_wick,0.0,False,14,cross_50,70,35,0.3,False,1.5,reversal_to_open,1.25,570,690,3,3,888,21.28,0.25,-234.1,-0.2636,236.16,0.1205,0.252,0.168,5,0,0.0,-0.991,0.0,"[0.265, 0.168, 0.204, 0.316, 0.308]"
MGC,3min,20,False,True,False,immediate_break,2,1.0,8,True,5,fractal,0.1,False,7,overbought_oversold,75,30,1.0,False,1.0,reversal_to_open,2.0,570,660,999,2,1586,40.92,0.82,-129.41,-0.0816,140.88,0.1595,0.823,0.723,5,0,0.0,-0.919,0.0,"[0.815, 0.905, 0.723, 0.935, 0.736]"
MGC,5min,14,False,False,True,reversal_cross_back,1,0.75,1,True,8,raw_wick,0.2,False,21,overbought_oversold,80,35,0.2,False,1.0,fixed_rr,2.0,420,900,1,1,467,45.82,1.226,66.17,0.1417,25.61,0.0771,1.266,0.864,5,3,0.6,2.584,3.1874,"[1.61, 0.868, 1.684, 1.302, 0.864]"
MGC,3min,14,False,False,True,immediate_break,1,0.5,13,True,20,raw_wick,0.2,False,21,overbought_oversold,65,20,1.0,True,1.5,fixed_rr,3.0,570,900,3,4,1042,28.31,0.702,-243.02,-0.2332,265.74,0.1939,0.715,0.562,5,0,0.0,-0.915,0.0,"[0.854, 0.562, 0.895, 0.632, 0.632]"
MGC,5min,20,False,True,True,reversal_cross_back,5,2.0,13,True,30,raw_wick,0.1,True,21,cross_50,65,20,0.5,True,0.5,fixed_rr,1.5,420,660,5,2,676,52.51,1.403,98.13,0.1452,25.0,0.4423,1.508,0.855,5,4,0.8,3.925,4.4581,"[2.245, 1.28, 0.855, 1.905, 1.257]"
MGC,5min,14,False,True,True,immediate_break,3,1.5,5,True,8,raw_wick,0.1,True,7,cross_50,75,30,1.0,True,0.5,reversal_to_open,3.0,300,960,3,2,429,51.05,2.666,197.7,0.4608,7.99,0.0513,2.622,1.478,5,5,1.0,24.743,8.9623,"[2.184, 3.569, 1.478, 3.357, 2.523]"
MGC,5min,14,False,True,True,large_wick_reject,2,0.5,20,False,20,fractal,0.0,False,21,cross_50,80,20,0.5,True,1.5,fixed_rr,3.0,180,690,1,-1,517,48.94,2.009,262.58,0.5079,10.99,0.2882,2.017,1.471,5,5,1.0,23.893,9.1937,"[1.471, 2.101, 2.275, 1.838, 2.4]"
MGC,5min,14,True,False,False,break_of_structure,3,0.5,20,True,20,fractal,0.5,False,14,cross_50,80,35,0.1,True,1.5,reversal_to_open,3.0,420,900,5,4,536,51.12,2.889,288.27,0.5378,12.39,0.0093,2.906,2.362,5,5,1.0,23.266,14.8475,"[3.387, 2.362, 2.946, 3.076, 2.759]"
MGC,3min,20,False,True,False,close_beyond,2,0.5,5,True,13,raw_wick,0.2,False,14,overbought_oversold,75,20,0.1,False,0.5,fixed_rr,1.25,420,630,5,-1,2181,35.03,0.187,-2469.49,-1.1323,2471.29,0.0087,0.195,0.151,5,0,0.0,-0.999,0.0,"[0.257, 0.151, 0.256, 0.158, 0.154]"
MGC,5min,20,True,False,False,immediate_break,1,1.5,1,True,5,fractal,0.0,True,7,overbought_oversold,80,30,0.3,True,0.5,reversal_to_open,3.0,420,840,3,3,492,34.76,1.284,108.22,0.22,33.29,0.0752,1.35,0.865,5,4,0.8,3.251,4.2908,"[2.173, 1.047, 1.326, 0.865, 1.341]"
MGC,5min,20,False,True,False,close_beyond,5,0.75,8,True,20,raw_wick,0.1,False,21,cross_50,70,20,0.5,True,2.0,opposite_level,1.25,570,900,5,2,1457,33.63,0.817,-188.26,-0.1292,216.31,0.197,0.825,0.672,5,0,0.0,-0.87,0.0,"[0.96, 0.672, 0.958, 0.723, 0.811]"
